radius (m)	length (m)	start_point	axis_direction	parent	extension	branch	branch_order	position_in_branch	mad	SurfCov	added	UnmodRadius (m)	Rama_podada
0.0571	0.2456	-0.3691	0.0708	-2.4815	-0.239	0.2138	0.9472	0	2	1	0	1	0.0122	0.713	0	0.0571	0
0.0549	0.1092	-0.4362	0.1063	-2.2459	0.1211	0.1128	0.9862	1	3	1	0	2	0.0075	0.8542	0	0.0549	0
0.0527	0.1589	-0.4426	0.1407	-2.1401	0.0503	0.1261	0.9907	2	4	1	0	3	0.0085	0.8194	0	0.0527	0
0.067	0.264	-0.4257	0.1269	-1.9811	0.0264	0.0498	0.9984	3	5	1	0	4	0.0092	0.7704	0	0.067	0
0.0507	0.2084	-0.4222	0.1558	-1.7202	-0.0905	0.146	0.9851	4	6	1	0	5	0.0087	0.8961	0	0.0507	0
0.051	0.1855	-0.4464	0.1971	-1.5132	0.1471	-0.0825	0.9857	5	7	1	0	6	0.0089	0.8442	0	0.051	0
0.0516	0.1481	-0.4625	0.2178	-1.3058	0.401	-0.1358	0.906	6	8	1	0	7	0.008	0.697	0	0.0519	0
0.0522	0.1688	-0.3887	0.2047	-1.1714	-0.0607	0.1034	0.9928	7	9	1	0	8	0.0087	0.8485	0	0.0522	0
0.051	0.2101	-0.4174	0.2589	-0.9873	0.3541	-0.231	0.9062	8	10	1	0	9	0.009	0.7386	0	0.051	0
0.0607	0.2144	-0.3831	0.259	-0.7691	0.4146	-0.1676	0.8944	9	11	1	0	10	0.0125	0.7115	0	0.0607	0
0.0673	0.4701	-0.2904	0.2647	-0.586	-0.424	0.22	0.8785	10	12	1	0	11	0.0266	0.5632	0	0.0769	0
0.0707	0.0994	-0.3568	0.2911	-0.0227	-0.5778	0.3959	0.7137	11	13	1	0	12	0.0267	0.6522	0	0.0757	0
0.069	0.0888	-0.3622	0.3407	0.0538	-0.0786	-0.1327	0.988	12	14	1	0	13	0.002	0.0053	0	0.0794	0
0.0675	0.2416	-0.4391	0.3674	0.0479	-0.4545	0.6516	0.6074	13	15	1	0	14	0.079	0.4973	0	0.145	0
0.0507	0.2861	-0.5202	0.4937	0.178	0.7664	0.4757	0.4317	14	0	1	0	15	0.0046	0.0125	0	0.01	0
0.0294	0.2971	-0.3287	0.3001	-0.7352	0.5253	0.8191	-0.2306	10	17	4	1	1	0.0044	0.4167	1	0.0288	1
0.0289	0.0658	-0.1726	0.5435	-0.8037	-0.2986	0.2232	0.9279	16	18	4	1	2	0.0044	0.4167	0	0.0288	1
0.0327	0.1708	-0.2003	0.5875	-0.755	-0.1632	0.3442	0.9246	17	19	4	1	3	0.012	0.2857	0	0.0405	1
0.0266	0.1226	-0.2305	0.6329	-0.5871	0.0122	0.5945	0.804	18	0	4	1	4	0.0048	0.4063	0	0.0266	1
0.01	0.4745	-0.2453	0.3078	-0.5555	0.6497	0.6205	0.4391	11	21	13	1	1	0.01	0.05	1	0.01	0
0.01	0.2035	0.063	0.6022	-0.3471	-0.53	0.1291	0.8381	20	0	13	1	2	0.01	0.05	0	0.01	0
0.0639	0.3055	-0.2727	0.2238	-0.5216	0.4901	-0.7253	0.4835	11	23	14	1	1	0.024	0.4646	1	0.0815	1
0.0636	0.6581	-0.1208	0.0031	-0.3781	0.8509	0.1897	0.4899	22	24	14	1	2	0.0373	0.5455	0	0.0815	1
0.0632	0.2201	0.4744	0.0676	-0.0549	0.8509	0.4982	0.1665	23	25	14	1	3	0.0331	0.6115	0	0.0807	1
0.0634	0.1447	0.7078	0.116	0.0296	0.7573	0.6458	0.0977	24	26	14	1	4	0.01	0.619	0	0.0648	1
0.0627	0.1553	0.7985	0.21	0.0735	0.8262	0.2152	0.5207	25	27	14	1	5	0.0093	0.5357	0	0.0648	1
0.0632	0.1011	0.9576	0.2351	0.132	0.6048	0.1322	0.7853	26	28	14	1	6	0.0102	0.625	0	0.0642	1
