radius (m)	length (m)	start_point	axis_direction	parent	extension	branch	branch_order	position_in_branch	mad	SurfCov	added	UnmodRadius (m)	Rama_podada
0.0651	0.2175	0.4858	0.1307	-2.5723	-0.0034	-0.0122	0.9999	0	2	1	0	1	0.0129	0.8571	0	0.0651	0
0.057	0.2238	0.4751	0.1436	-2.3504	0.1187	-0.1963	0.9733	1	3	1	0	2	0.0088	0.8958	0	0.057	0
0.0592	0.2254	0.5264	0.0687	-2.1301	0.0813	0.1425	0.9865	2	4	1	0	3	0.0102	0.7885	0	0.0592	0
0.0535	0.1032	0.5073	0.1034	-1.8991	0.2303	0.098	0.9682	3	5	1	0	4	0.0075	0.8125	0	0.0535	0
0.0522	0.1449	0.5601	0.0927	-1.7944	-0.0881	0.1069	0.9904	4	6	1	0	5	0.0076	0.8545	0	0.0522	0
0.0518	0.1894	0.569	0.1118	-1.6485	-0.1051	-0.0204	0.9943	5	7	1	0	6	0.0079	0.8442	0	0.0518	0
0.0505	0.1813	0.5653	0.0963	-1.4543	-0.2695	0.1049	0.9573	6	8	1	0	7	0.0076	0.8442	0	0.0505	0
0.0524	0.1752	0.5389	0.1106	-1.2704	-0.42	-0.0131	0.9074	7	9	1	0	8	0.0093	0.7792	0	0.0524	0
0.0546	0.1851	0.5255	0.0934	-1.0775	-0.4627	0.1292	0.877	8	10	1	0	9	0.0104	0.7143	0	0.0546	0
0.0615	0.2962	0.4487	0.1114	-0.9136	-0.2429	-0.113	0.9634	9	11	1	0	10	0.0152	0.7538	0	0.0615	0
0.0743	0.3054	0.4689	0.0841	-0.6294	-0.0237	0.5168	0.8558	10	12	1	0	11	0.0266	0.5833	0	0.0889	0
0.0776	0.0689	0.4068	0.1717	-0.32	0.2162	0.431	0.8761	11	13	1	0	12	0.1191	0.5741	0	0.1355	0
0.0782	0.1572	0.4145	0.2067	-0.2614	-0.3086	-0.1045	0.9454	12	14	1	0	13	0.0581	0.1292	0	0.1577	0
0.0614	0.6447	0.3634	0.2336	-0.0911	-0.9957	-0.0126	-0.0918	13	0	1	0	14	0.0541	0.0357	0	0.3183	0
0.0332	0.4585	0.5371	0.1566	-0.4755	0.9602	-0.279	-0.0154	11	16	12	1	1	0.0021	0.375	1	0.0332	0
0.0332	0.0794	0.9773	0.0287	-0.4826	0.986	-0.0563	-0.1569	15	17	12	1	2	0.0021	0.375	0	0.0332	0
0.0308	0.0858	1.0376	-0.0122	-0.4898	0.6207	-0.1958	0.7592	16	18	12	1	3	0.0032	0.3333	0	0.032	0
0.024	0.2274	1.0946	-0.0148	-0.4216	0.5931	-0.3095	0.7432	17	19	12	1	4	0.0059	0.0615	0	0.0432	0
0.0086	0.0997	1.2489	-0.0722	-0.3139	0.9014	-0.3816	0.2046	18	0	12	1	5	0.01	0.05	0	0.01	0
0.0519	0.696	0.4481	0.1108	-1.0464	-0.9082	0.2036	0.3656	9	21	18	1	1	0.013	0.3615	1	0.0582	0
0.0483	0.2974	-0.1868	0.2476	-0.7915	-0.3677	0.2968	0.8813	20	22	18	1	2	0.0223	0.3542	0	0.0582	0
0.0388	0.1521	-0.306	0.3249	-0.5344	-0.6317	0.71	-0.3113	21	23	18	1	3	0.0054	0.2222	0	0.0391	0
0.0253	0.1559	-0.4161	0.4337	-0.6098	0.1229	0.992	-0.03	22	24	18	1	4	0.0023	0.125	0	0.0214	0
0.0224	0.5074	-0.4246	0.5445	-0.6723	-0.3641	0.818	-0.4454	23	25	18	1	5	0.0455	0.032	0	0.2714	0
0.0093	0.0273	-0.6198	0.9208	-0.9323	-0.374	0.666	-0.6455	24	26	18	1	6	0.01	0.05	0	0.01	0
0.0053	0.0553	-0.63	0.939	-0.95	-0.3463	0.5312	-0.7733	25	0	18	1	7	0.01	0.05	0	0.01	0
0.0266	0.6279	0.4939	0.08	-0.8676	0.6298	-0.4382	0.6414	10	28	24	1	1	0.0038	0.2321	1	0.0288	0
0.0231	0.1972	0.8863	-0.1958	-0.4633	0.4815	-0.5199	0.7056	27	29	24	1	2	0.0093	0.15	0	0.0288	0
0.0148	0.0663	0.9748	-0.2944	-0.3136	0.8116	-0.1557	0.563	28	30	24	1	3	0.01	0.05	0	0.01	0
0.01	0.0827	1.0286	-0.3047	-0.2763	-0.1462	-0.0998	0.9842	29	0	24	1	4	0.01	0.05	0	0.01	0
0.0592	0.4477	0.3943	0.0936	-0.5964	-0.9927	-0.1005	0.0662	11	32	25	1	1	0.0156	0.4323	1	0.0667	0
0.0591	0.5541	-0.0477	0.048	-0.5705	0.2364	-0.9258	0.2951	31	33	25	1	2	0.0269	0.4079	0	0.0667	0
0.0554	0.3518	0.0572	-0.4683	-0.4445	0.1279	-0.9918	-0.0017	32	34	25	1	3	0.0239	0.3395	0	0.0817	0
0.038	0.1043	0.0772	-0.8161	-0.4321	-0.2563	-0.8722	-0.4167	33	35	25	1	4	0.0049	0.5833	0	0.038	0
0.0455	0.3073	0.0167	-0.9058	-0.4745	-0.0265	-0.9345	0.3549	34	36	25	1	5	0.007	0.51	0	0.0455	0
0.0351	0.101	0.0086	-1.206	-0.3947	-0.0083	-0.9142	0.4052	35	37	25	1	6	0.0046	0.5938	0	0.0351	0
0.0397	0.0884	0.0046	-1.2948	-0.3356	0.0337	-0.9801	0.1958	36	38	25	1	7	0.0051	0.6667	0	0.0397	0
0.0405	0.1231	0.0057	-1.3786	-0.3062	0.1538	-0.9573	0.2448	37	39	25	1	8	0.0051	0.6889	0	0.0405	0
0.041	0.1657	0.0177	-1.4954	-0.2471	-0.0569	-0.998	0.0257	38	40	25	1	9	0.0067	0.6667	0	0.041	0
0.0341	0.0934	0.013	-1.6549	-0.2264	0.1886	-0.9412	0.2802	39	41	25	1	10	0.005	0.75	0	0.0341	0
0.0431	0.0816	0.0392	-1.7374	-0.1905	0.2981	-0.921	0.2507	40	42	25	1	11	0.0057	0.6	0	0.0431	0
0.0442	0.1057	0.065	-1.8085	-0.1655	0.1783	-0.7626	0.6218	41	43	25	1	12	0.0057	0.675	0	0.0442	0
0.0351	0.154	0.0914	-1.8819	-0.083	0.0827	-0.9271	0.3656	42	44	25	1	13	0.0055	0.6875	0	0.0351	0
0.0325	0.1324	0.1158	-2.0181	-0.0199	0.1204	-0.8094	0.5748	43	45	25	1	14	0.0049	0.65	0	0.0302	0
0.0326	0.1136	0.1418	-2.138	0.0443	0.2015	-0.5794	0.7897	44	46	25	1	15	0.0053	0.5625	0	0.0326	0
0.032	0.1074	0.1586	-2.2005	0.1421	0.2093	-0.8333	0.5117	45	47	25	1	16	0.0042	0.625	0	0.0307	0
