radius (m)	length (m)	start_point	axis_direction	parent	extension	branch	branch_order	position_in_branch	mad	SurfCov	added	UnmodRadius (m)	Rama_podada
0.057	0.2563	0.0167	0.0294	-2.5825	-0.1157	0.0917	0.989	0	2	1	0	1	0.0116	0.7037	0	0.057	0
0.0499	0.1322	-0.0059	0.0621	-2.3296	0.0613	0.0173	0.998	1	3	1	0	2	0.0075	0.8545	0	0.0499	0
0.0503	0.1687	-0.0132	0.0503	-2.1953	0.0671	0.094	0.9933	2	4	1	0	3	0.0075	0.8939	0	0.0503	0
0.0466	0.1631	-0.0128	0.0655	-2.0283	-0.0521	0.0397	0.9979	3	5	1	0	4	0.0073	0.9	0	0.0466	0
0.045	0.1677	-0.0123	0.0611	-1.8636	-0.0872	0.1088	0.9902	4	6	1	0	5	0.0069	0.9333	0	0.045	0
0.0487	0.1238	-0.0246	0.0895	-1.6976	0.1247	-0.0195	0.992	5	7	1	0	6	0.0077	0.9091	0	0.0487	0
0.05	0.1057	-0.0324	0.079	-1.5709	0.1443	0.0608	0.9877	6	8	1	0	7	0.008	0.9091	0	0.05	0
0.0511	0.148	-0.002	0.1113	-1.4573	-0.2282	-0.2058	0.9516	7	9	1	0	8	0.0079	0.7576	0	0.0511	0
0.0517	0.1427	-0.0061	0.102	-1.3086	-0.1974	-0.0859	0.9766	8	10	1	0	9	0.0084	0.7879	0	0.0517	0
0.0511	0.1396	-0.0107	0.1153	-1.1584	-0.2982	-0.1286	0.9458	9	11	1	0	10	0.0087	0.7879	0	0.0511	0
0.0539	0.12	-0.0262	0.1073	-1.0276	0.1141	-0.1694	0.9789	10	12	1	0	11	0.0097	0.7167	0	0.0539	0
0.0512	0.113	-0.0262	0.1101	-0.9085	-0.0648	-0.1078	0.9921	11	13	1	0	12	0.0092	0.7636	0	0.0512	0
0.053	0.1448	-0.0262	0.0956	-0.7938	-0.2359	0.3086	0.9215	12	14	1	0	13	0.0105	0.8	0	0.053	0
0.0624	0.3346	-0.0517	0.1319	-0.6677	0.3729	-0.3677	0.8519	13	15	1	0	14	0.0148	0.494	0	0.066	0
0.0709	0.0028	0.0084	0.0395	-0.3198	0.5415	-0.3862	0.7467	14	16	1	0	15	0.0377	0.6879	0	0.0713	0
0.0671	0.3047	0.0205	0.0489	-0.371	-0.4051	0.9091	0.0969	15	17	1	0	16	0.0402	0.5409	0	0.0738	0
0.045	0.3444	-0.086	0.2993	-0.316	-0.8496	-0.5272	0.0145	16	0	1	0	17	0.0068	0.0233	0	0.01	0
0.0512	0.4475	-0.07	0.0768	-0.9882	-0.6605	-0.4601	0.5933	11	19	14	1	1	0.0167	0.2541	1	0.0593	0
0.0505	0.9609	-0.3665	-0.1281	-0.7259	0.0975	0.9589	0.2664	18	20	14	1	2	0.0259	0.2577	0	0.0593	0
0.0477	0.1073	-0.3244	0.7805	-0.4712	-0.2361	0.9143	0.3291	19	21	14	1	3	0.0074	0.775	0	0.0477	0
0.0534	0.1002	-0.3569	0.8811	-0.4432	-0.0288	0.9318	0.3617	20	22	14	1	4	0.0078	0.7083	0	0.0534	0
