order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.0899	30.366	1.119	3.345	0	0	121.2	4.3
1	1	0.0816	2.809	0.1462	0.665	1.966	105.9	108.2	82.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.095	21.2936	0.8285	2.581	2.523	67.9	121.5	99.4
0	0	0	0	0	0	0	0	0	0
1	1	0.057	1.661	0.1271	0.853	2.483	129.3	-103.3	110.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.062	8.8516	0.5277	2.53	2.399	99.3	138.1	96.1
1	1	0.056	2.3537	0.1861	1.225	2.52	49.4	132.6	105.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.077	3.2045	0.1664	0.688	2.479	86	116	79.9
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.0444	1.1465	0.1091	0.852	2.697	115.6	67.1	104.7
1	1	0.1022	13.8464	0.6304	2.347	2.551	62	-56.5	100.5
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.038	1.4573	0.1532	1.282	2.573	40.5	149.5	104.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0
1	1	0.02	0.1571	0.0314	0.5	2.691	26.6	-177.1	31.4
0	0	0	0	0	0	0	0	0	0
1	1	0.07	2.4727	0.1413	0.642	2.531	15.4	-65.3	56.3
0	0	0	0	0	0	0	0	0	0
1	1	0.0743	2.9379	0.1637	0.783	3.114	120.4	-8.7	123.7
1	1	0.0566	2.2548	0.1598	0.902	2.501	29.2	-84	76.3
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	346	0.1209	16.9906	0.562	1.479	2.617	23.1	-98.5	37.5
2	346	0.1059	14.8832	0.6651	2.504	2.558	42.7	-108.5	21
2	346	0.0188	0.1785	0.0402	0.75	2.746	31.1	111.1	60.2
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	346	0.0892	5.7835	0.2326	0.752	2.697	132.7	-127.6	110.3
2	346	0.0685	3.8641	0.232	1.112	2.697	42.2	-113.3	107.9
0	0	0	0	0	0	0	0	0	0
2	346	0.1055	4.7068	0.2098	0.82	2.875	111.1	63.8	45.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
