radius (m)	length (m)	start_point	axis_direction	parent	extension	branch	branch_order	position_in_branch	mad	SurfCov	added	UnmodRadius (m)	Rama_podada
0.0697	0.2015	0.2148	-0.0693	-2.187	0.1235	0.2175	0.9682	0	2	1	0	1	0.012	0.7333	0	0.0697	0
0.0657	0.2486	0.23	-0.0229	-1.9917	0.0326	0.0573	0.9978	1	3	1	0	2	0.008	0.7143	0	0.0657	0
0.0548	0.1106	0.2222	-0.0005	-1.746	-0.091	0.1105	0.9897	2	4	1	0	3	0.0077	0.7917	0	0.0548	0
0.0507	0.0819	0.2166	0.0094	-1.6355	-0.208	0.0259	0.9778	3	5	1	0	4	0.0071	0.8788	0	0.0507	0
0.0493	0.0966	0.2045	0.0204	-1.5543	-0.2434	0.0081	0.9699	4	6	1	0	5	0.0075	0.8409	0	0.0493	0
0.0536	0.1508	0.1932	0.0256	-1.4585	-0.1504	-0.0505	0.9873	5	7	1	0	6	0.0086	0.8194	0	0.0536	0
0.048	0.1728	0.1768	0.041	-1.3083	-0.0215	-0.0521	0.9984	6	8	1	0	7	0.0081	0.8636	0	0.048	0
0.048	0.1197	0.1741	0.0466	-1.1335	-0.1471	-0.144	0.9786	7	9	1	0	8	0.0074	0.8	0	0.048	0
0.0487	0.1525	0.1622	0.0396	-1.0163	-0.0007	-0.0076	1	8	10	1	0	9	0.0075	0.9091	0	0.0487	0
0.0524	0.1585	0.1415	0.031	-0.8596	0.0968	0.2746	0.9567	9	11	1	0	10	0.0088	0.8182	0	0.0524	0
0.0547	0.1088	0.1472	0.0517	-0.695	0.1908	0.4225	0.8861	10	12	1	0	11	0.0099	0.7167	0	0.0547	0
0.0533	0.1661	0.1445	0.096	-0.5951	0.1385	0.1095	0.9843	11	13	1	0	12	0.0105	0.8333	0	0.0533	0
0.0644	0.2158	0.147	0.1127	-0.4332	-0.0778	0.0167	0.9968	12	14	1	0	13	0.016	0.6696	0	0.0647	0
0.0711	0.3166	0.137	0.12	-0.2203	0.4923	-0.4631	0.737	13	15	1	0	14	0.0258	0.4783	0	0.0849	0
0.0767	0.0321	0.2421	0.061	0.0726	0.4048	-0.3424	0.8478	14	16	1	0	15	0.0832	0.4529	0	0.0872	0
0.0603	0.1652	0.1657	0.0096	0.2037	0.7236	0.1377	0.6763	15	17	1	0	16	0.0097	0.6827	0	0.0604	0
0.0668	0.0224	0.2851	0.0307	0.3153	0.026	-0.1082	0.9938	16	18	1	0	17	0.0487	0.6723	0	0.0672	0
0.0636	0.2173	0.2776	0.0482	0.3103	-0.9614	-0.2587	0.0938	17	0	1	0	18	0.0298	0.2833	0	0.226	0
0.053	0.2288	0.1478	0.1784	-0.2631	0.1938	0.9525	0.2348	13	20	5	1	1	0.0106	0.5357	1	0.0546	0
0.053	0.1817	0.1921	0.3964	-0.2094	-0.6002	0.7425	0.2974	19	21	5	1	2	0.0106	0.5357	0	0.0546	0
0.0498	0.1632	0.1096	0.5406	-0.1364	-0.4823	0.8354	0.2636	20	22	5	1	3	0.0079	0.7727	0	0.0498	0
0.0449	0.1442	0.0206	0.6715	-0.0808	-0.161	0.9469	0.2782	21	23	5	1	4	0.0066	0.9	0	0.0449	0
0.0449	0.1067	-0.0139	0.8083	-0.0463	-0.2391	0.8211	0.5183	22	24	5	1	5	0.0067	0.75	0	0.0449	0
0.0413	0.1123	-0.0347	0.8988	0.005	-0.3066	0.903	0.3011	23	25	5	1	6	0.0057	0.8056	0	0.0413	0
0.0455	0.1158	-0.0829	1.0051	0.0275	-0.1651	0.8143	0.5564	24	26	5	1	7	0.0063	0.8	0	0.0455	0
0.0462	0.0792	-0.0944	1.1	0.098	-0.2842	0.9182	0.2759	25	27	5	1	8	0.0058	0.9	0	0.0462	0
0.0432	0.0847	-0.1303	1.1787	0.1118	0.0901	0.8658	0.4922	26	28	5	1	9	0.0061	0.6667	0	0.0448	0
